produced_in_US,runtime_ratio,director,supporting_actor_1,runtime,supporting_actor_2,season,revenue,num_production_companies,top_100_actor_count,writer_rank,num_production_countries,actors,decade,budget,actor_rank,has_top_25_writer,release_month,lead_actor,writer,has_top_25_director,in_english,release_year,has_top_25_company,director_rank,title,company_rank,genre_rank,genres
1,0.04824120603015075,Bruce Malmuth,Kelly LeBrock,96.0,William Sadler,Winter,47410000,1,0,620,1,"['Steven Seagal', 'Kelly LeBrock', 'William Sadler', 'Frederick Coffin', 'Bonnie Burroughs']",1990s,10000000,824.8,0,February,Steven Seagal,Steven McKay,0,1,1990,0,584,Hard to Kill,94.0,2.0,"['Action', 'Thriller']"
1,0.0417702635504724,Kelly Asbury,Michael Caine,84.0,Maggie Smith,Winter,189712432,2,1,294,2,"['James McAvoy', 'Michael Caine', 'Maggie Smith', 'Julie Walters', 'Patrick Stewart']",2010s,36000000,283.0,0,January,James McAvoy,William Shakespeare,0,1,2011,0,122,Gnomeo & Juliet,207.5,8.0,"['Animation', 'Family']"
1,0.05320735952262556,Lone Scherfig,Jim Sturgess,107.0,Patricia Clarkson,Spring,59389433,2,1,550,2,"['Anne Hathaway', 'Jim Sturgess', 'Patricia Clarkson', 'Ken Stott', 'Romola Garai']",2010s,15000000,608.2,0,March,Anne Hathaway,David Nicholls,0,1,2011,0,593,One Day,261.0,5.0,"['Drama', 'Romance']"
0,0.05260545905707196,Sarah Gavron,Helena Bonham Carter,106.0,Meryl Streep,Autumn,16002420,3,0,520,1,"['Carey Mulligan', 'Helena Bonham Carter', 'Meryl Streep', 'Ben Whishaw', 'Brendan Gleeson']",2010s,14000000,446.2,0,October,Carey Mulligan,Abi Morgan,0,1,2015,0,774,Suffragette,237.33333333333334,8.0,"['Drama', 'History']"
1,0.048731974142217804,Chris Weitz,Jos√© Juli√°n,98.0,Chelsea Rendon,Summer,1759252,5,0,1368,1,"['Demi√°n Bichir', 'Jos√© Juli√°n', 'Chelsea Rendon', 'Dolores Heredia', 'Joaqu√≠n Cosio']",2010s,10000000,835.0,0,June,Demi√°n Bichir,Eric Eason,1,1,2011,0,60,A Better Life,227.0,2.0,['Drama']
0,0.05312810327706058,Roman Karimov,Yuliya Khlynina,107.0,Anton Shurtsov,Summer,3000000,2,0,1295,1,"['Andrey Muravyov', 'Yuliya Khlynina', 'Anton Shurtsov', 'Aleksandr Pal', 'Nikita Ost']",2010s,750000,835.0,0,June,Andrey Muravyov,Roman Karimov,0,0,2014,0,1077,All at Once,261.0,6.0,"['Crime', 'Comedy']"
0,0.0500751126690035,Thomas Gilou,Vincent Elbaz,100.0,Richard Bohringer,Spring,29456000,6,0,701,1,"['Richard Anconina', 'Vincent Elbaz', 'Richard Bohringer', 'Jos√© Garcia', 'Amira Casar']",1990s,4000000,835.0,0,April,Richard Anconina,Michel Munz,0,0,1997,0,565,La vérité si je mens !,246.0,3.0,['Comedy']
1,0.04878048780487805,Michael Spierig,Sam Neill,98.0,Willem Dafoe,Winter,51416464,5,0,594,2,"['Ethan Hawke', 'Sam Neill', 'Willem Dafoe', 'Claudia Karvan', 'Isabel Lucas']",2000s,20000000,702.2,0,January,Ethan Hawke,Michael Spierig,0,1,2009,0,472,Daybreakers,241.2,5.4,"['Fantasy', 'Horror', 'Action', 'Thriller', 'Science Fiction']"
1,0.04343484772840739,Rob Minkoff,Terence Stamp,87.0,Nathaniel Parker,Autumn,182290266,3,0,172,1,"['Eddie Murphy', 'Terence Stamp', 'Nathaniel Parker', 'Marsha Thomason', 'Jennifer Tilly']",2000s,90000000,652.0,0,November,Eddie Murphy,David Berenbaum,0,1,2003,1,129,The Haunted Mansion,129.66666666666666,6.4,"['Thriller', 'Fantasy', 'Comedy', 'Family', 'Mystery']"
1,0.0506454816285998,Dean DeBlois,Gerard Butler,102.0,Kristen Wiig,Summer,609123048,2,0,22,1,"['Jay Baruchel', 'Gerard Butler', 'Kristen Wiig', 'Jonah Hill', 'Cate Blanchett']",2010s,145000000,271.0,0,June,Jay Baruchel,Cressida Cowell,0,1,2014,1,15,How to Train Your Dragon 2,141.0,4.5,"['Fantasy', 'Action', 'Adventure', 'Animation', 'Comedy', 'Family']"
1,0.06924234821876568,Clint Eastwood,Clint Eastwood,138.0,Laura Dern,Autumn,135130999,2,0,257,1,"['Kevin Costner', 'Clint Eastwood', 'Laura Dern', 'T.J. Lowther', 'Bradley Whitford']",1990s,30000000,595.6,0,November,Kevin Costner,John Lee Hancock,0,1,1993,0,355,A Perfect World,128.5,5.0,"['Crime', 'Drama', 'Thriller']"
1,0.054835493519441676,Jay Chandrasekhar,Jay Chandrasekhar,110.0,Steve Lemme,Summer,19179969,1,0,983,1,"['Erik Stolhanske', 'Jay Chandrasekhar', 'Steve Lemme', 'Paul Soter', 'M.C. Gainey']",2000s,17500000,817.8,0,August,Erik Stolhanske,Jay Chandrasekhar,0,1,2006,0,801,Beerfest,261.0,3.0,['Comedy']
1,0.06433915211970075,Martin Campbell,Catherine Zeta-Jones,129.0,Adri√°n Alonso Barona,Autumn,142400065,2,0,96,2,"['Antonio Banderas', 'Catherine Zeta-Jones', 'Adri√°n Alonso Barona', 'Julio Oscar Mechoso', 'Nick Chinlund']",2000s,75000000,677.6,1,October,Antonio Banderas,Alex Kurtzman,1,1,2005,1,62,The Legend of Zorro,85.5,0.5,"['Action', 'Adventure']"
1,0.05216095380029806,Scott Walker,Vanessa Hudgens,105.0,John Cusack,Summer,5496951,9,0,1208,1,"['Nicolas Cage', 'Vanessa Hudgens', 'John Cusack', 'Radha Mitchell', ""Jodi Lyn O'Keefe""]",2010s,27220000,693.4,0,July,Nicolas Cage,Scott Walker,0,1,2013,0,990,The Frozen Ground,253.66666666666666,6.5,"['Thriller', 'Crime']"
1,0.05223880597014925,John Curran,Robert De Niro,105.0,Edward Norton,Autumn,9479718,2,0,1093,1,"['Frances Conroy', 'Robert De Niro', 'Edward Norton', 'Milla Jovovich', 'Enver Gjokaj']",2010s,22000000,607.0,0,October,Frances Conroy,Angus MacLachlan,0,1,2010,0,901,Stone,261.0,2.0,['Drama']
1,0.04929577464788732,Wes Craven,Cathy Tyson,98.0,Zakes Mokae,Winter,19595031,1,0,881,1,"['Bill Pullman', 'Cathy Tyson', 'Zakes Mokae', 'Paul Winfield', 'Brent Jennings']",1980s,7000000,798.8,0,February,Bill Pullman,Richard Maxwell,0,1,1988,0,523,The Serpent and the Rainbow,101.0,7.5,"['Horror', 'Thriller']"
1,0.06954793840039741,Derek Cianfrance,Bradley Cooper,140.0,Eva Mendes,Spring,35485608,3,0,708,1,"['Ryan Gosling', 'Bradley Cooper', 'Eva Mendes', 'Dane DeHaan', 'Emory Cohen']",2010s,15000000,631.6,0,March,Ryan Gosling,Derek Cianfrance,0,1,2013,0,571,The Place Beyond the Pines,240.66666666666666,5.5,"['Drama', 'Crime']"
1,0.06451612903225806,Adam McKay,Steve Carell,130.0,Ryan Gosling,Winter,133346506,3,0,263,1,"['Christian Bale', 'Steve Carell', 'Ryan Gosling', 'Brad Pitt', 'Melissa Leo']",2010s,28000000,373.4,0,December,Christian Bale,Adam McKay,0,1,2015,0,170,The Big Short,126.0,2.5,"['Comedy', 'Drama']"
1,0.053811659192825115,Adrienne Shelly,Nathan Fillion,108.0,Andy Griffith,Spring,22179430,1,0,841,1,"['Keri Russell', 'Nathan Fillion', 'Andy Griffith', 'Cheryl Hines', 'Eddie Jemison']",2000s,2000000,694.2,0,May,Keri Russell,Adrienne Shelly,0,1,2007,0,675,Waitress,261.0,3.0,['Comedy']
1,0.05052526263131566,Hugh Johnson,Skeet Ulrich,101.0,Peter Firth,Autumn,11263966,2,0,1036,1,"['Cuba Gooding Jr.', 'Skeet Ulrich', 'Peter Firth', 'David Paymer', 'Daniel Hugh Kelly']",1990s,70000000,705.8,0,September,Cuba Gooding Jr.,Drew Gitlin,0,1,1999,0,858,Chill Factor,138.5,2.3333333333333335,"['Action', 'Comedy', 'Thriller']"
1,0.05029880478087649,Paul Weiland,Michelle Monaghan,101.0,Kevin McKidd,Spring,84601681,2,0,574,2,"['Patrick Dempsey', 'Michelle Monaghan', 'Kevin McKidd', 'Chris Messina', 'Richmond Arquette']",2000s,40000000,463.4,0,May,Patrick Dempsey,Deborah Kaplan,0,1,2008,0,319,Made of Honor,72.5,5.5,"['Comedy', 'Romance']"
1,0.04472361809045226,Ralph S. Singleton,Kelly Wolf,89.0,Stephen Macht,Autumn,11582891,3,0,705,2,"['David Andrews', 'Kelly Wolf', 'Stephen Macht', 'Robert Alan Beuth', 'Andrew Divoff']",1990s,10500000,683.6,0,October,David Andrews,Stephen King,0,1,1990,0,851,Graveyard Shift,201.66666666666666,6.5,"['Drama', 'Horror']"
1,0.0509236145781328,Sofia Coppola,Scarlett Johansson,102.0,Anna Faris,Summer,119723856,1,0,590,2,"['Bill Murray', 'Scarlett Johansson', 'Anna Faris', 'Giovanni Ribisi', 'Akiko Takeshita']",2000s,4000000,410.8,0,August,Bill Murray,Sofia Coppola,0,1,2003,0,470,Lost in Translation,211.0,2.0,['Drama']
1,0.04860759493670886,Tom Gries,Robert Duvall,96.0,Jill Ireland,Spring,16000000,1,0,951,1,"['Charles Bronson', 'Robert Duvall', 'Jill Ireland', 'Randy Quaid', 'Sheree North']",1970s,1000000,777.0,0,May,Charles Bronson,Howard B. Kreitsek,0,1,1975,0,776,Breakout,139.0,1.6666666666666667,"['Action', 'Adventure', 'Thriller']"
1,0.058208955223880594,Matthew Vaughn,Chlo√´ Grace Moretz,117.0,Christopher Mintz-Plasse,Spring,96188903,2,0,375,2,"['Aaron Taylor-Johnson', 'Chlo√´ Grace Moretz', 'Christopher Mintz-Plasse', 'Nicolas Cage', 'Mark Strong']",2010s,28000000,577.8,0,March,Aaron Taylor-Johnson,Matthew Vaughn,0,1,2010,0,277,Kick-Ass,151.5,4.5,"['Action', 'Crime']"
0,0.06769537083125933,John Woo,Takeshi Kaneshiro,136.0,Zhang Fengyi,Winter,121059225,3,0,296,1,"['Tony Leung Chiu-Wai', 'Takeshi Kaneshiro', 'Zhang Fengyi', 'Chang Chen', 'Zhao Wei']",2000s,80000000,835.0,0,January,Tony Leung Chiu-Wai,John Woo,0,0,2009,0,272,Red Cliff Part II,261.0,6.6,"['War', 'Action', 'Drama', 'History', 'Thriller']"
1,0.053818554587391085,John Huston,Katharine Hepburn,105.0,Robert Morley,Winter,10750000,3,0,1055,2,"['Humphrey Bogart', 'Katharine Hepburn', 'Robert Morley', 'Peter Bull', 'Theodore Bikel']",1950s,1300000,835.0,0,December,Humphrey Bogart,John Huston,0,1,1951,0,679,The African Queen,232.66666666666666,7.333333333333333,"['Adventure', 'War', 'Romance']"
1,0.04352176088044022,Richard Rich,Martin Vidnovic,87.0,Ian Richardson,Spring,12000000,5,0,1022,1,"['Miranda Richardson', 'Martin Vidnovic', 'Ian Richardson', 'Darrell Hammond', 'Christiane Noll']",1990s,25000000,739.2,0,March,Miranda Richardson,David Seidler,0,1,1999,0,868,The King and I,212.0,6.0,"['Animation', 'Drama', 'Family']"
1,0.05740181268882175,David Anspaugh,Barbara Hershey,114.0,Dennis Hopper,Autumn,28607524,2,0,796,1,"['Gene Hackman', 'Barbara Hershey', 'Dennis Hopper', 'C.W. Mundy', 'Sheb Wooley']",1980s,9000000,775.4,0,November,Gene Hackman,Angelo Pizzo,0,1,1986,0,642,Hoosiers,241.0,4.0,"['Drama', 'Family']"
1,0.04728720756595321,Donald Petrie,Richard Dreyfuss,95.0,Alexis Georgoulis,Winter,20455276,2,0,867,2,"['Nia Vardalos', 'Richard Dreyfuss', 'Alexis Georgoulis', 'Alistair McGowan', 'Harland Williams']",2000s,17000000,740.8,0,February,Nia Vardalos,Mike Reiss,0,1,2009,0,294,My Life in Ruins,226.0,5.5,"['Comedy', 'Romance']"
1,0.05964214711729622,Ben Affleck,Bryan Cranston,120.0,Alan Arkin,Autumn,232324128,3,0,115,1,"['Ben Affleck', 'Bryan Cranston', 'Alan Arkin', 'John Goodman', 'Victor Garber']",2010s,44500000,386.6,0,October,Ben Affleck,Chris Terrio,0,1,2012,0,190,Argo,135.0,3.0,"['Drama', 'Thriller']"
0,0.045705675539929685,Russell Mulcahy,Sean Connery,91.0,Virginia Madsen,Winter,15556340,1,0,422,3,"['Christopher Lambert', 'Sean Connery', 'Virginia Madsen', 'Michael Ironside', 'John C. McGinley']",1990s,30000000,539.6,0,January,Christopher Lambert,Gregory Widen,0,1,1991,0,779,Highlander II: The Quickening,261.0,4.0,"['Action', 'Fantasy', 'Science Fiction']"
1,0.05555555555555555,Glenn Ficarra,Margot Robbie,112.0,Billy Bob Thornton,Spring,23083334,3,0,636,1,"['Tina Fey', 'Margot Robbie', 'Billy Bob Thornton', 'Martin Freeman', 'Josh Charles']",2010s,35000000,659.8,0,March,Tina Fey,Kim Barker,0,1,2016,0,327,Whiskey Tango Foxtrot,201.66666666666666,8.0,"['War', 'Comedy']"
1,0.05175879396984925,Frank Marshall,Harley Jane Kozak,103.0,Garette Ratliff Henson,Summer,53208180,3,0,585,1,"['Jeff Daniels', 'Harley Jane Kozak', 'Garette Ratliff Henson', 'Marlene Katz', 'Julian Sands']",1990s,31000000,776.6,0,August,Jeff Daniels,Don Jakoby,0,1,1990,1,242,Arachnophobia,161.0,7.0,"['Comedy', 'Horror']"
1,0.0519280205655527,Billy Wilder,Jane Wyman,101.0,Phillip Terry,Autumn,11000000,1,0,1132,1,"['Ray Milland', 'Jane Wyman', 'Phillip Terry', 'Howard Da Silva', 'Doris Dowling']",1940s,1250000,835.0,0,November,Ray Milland,Billy Wilder,0,1,1945,0,953,The Lost Weekend,261.0,2.0,['Drama']
1,0.0543640897755611,John Singleton,Tyrese Gibson,109.0,Andr√© Benjamin,Summer,92374674,2,1,388,1,"['Mark Wahlberg', 'Tyrese Gibson', 'Andr√© Benjamin', 'Garrett Hedlund', 'Terrence Howard']",2000s,45000000,433.2,0,August,Mark Wahlberg,David Elliot,0,1,2005,1,361,Four Brothers,48.5,4.5,"['Action', 'Crime']"
1,0.044322709163346616,John Erick Dowdle,Steve Harris,89.0,Jay Hernandez,Autumn,40855419,3,0,664,1,"['Jennifer Carpenter', 'Steve Harris', 'Jay Hernandez', 'Johnathon Schaech', 'Columbus Short']",2000s,12000000,722.4,0,October,Jennifer Carpenter,John Erick Dowdle,0,1,2008,0,531,Quarantine,190.66666666666666,6.666666666666667,"['Horror', 'Science Fiction', 'Thriller']"
1,0.04461152882205514,Tamra Davis,Darren McGavin,89.0,Bridgette Wilson,Winter,26488734,1,0,340,1,"['Adam Sandler', 'Darren McGavin', 'Bridgette Wilson', 'Bradley Whitford', 'Josh Mostel']",1990s,10000000,626.8,0,February,Adam Sandler,Tim Herlihy,0,1,1995,0,510,Billy Madison,261.0,3.0,['Comedy']
1,0.04447776111944028,Joel Gallen,Chris Evans,89.0,Jaime Pressly,Winter,66468332,3,0,513,1,"['Chyler Leigh', 'Chris Evans', 'Jaime Pressly', 'Eric Christian Olsen', 'Mia Kirshner']",2000s,16000000,672.2,0,December,Chyler Leigh,Buddy Johnson,0,1,2001,0,400,Not Another Teen Movie,149.33333333333334,3.0,['Comedy']
1,0.053260328521652564,Gavin Hood,Liev Schreiber,107.0,Danny Huston,Spring,373062864,7,0,308,1,"['Hugh Jackman', 'Liev Schreiber', 'Danny Huston', 'Lynn Collins', 'Ryan Reynolds']",2000s,150000000,475.6,0,April,Hugh Jackman,David Benioff,0,1,2009,1,116,X-Men Origins: Wolverine,86.42857142857143,2.5,"['Adventure', 'Action', 'Thriller', 'Science Fiction']"
1,0.043912175648702596,George Armitage,Morgan Freeman,88.0,Gary Sinise,Winter,6808550,3,0,720,1,"['Owen Wilson', 'Morgan Freeman', 'Gary Sinise', 'Sara Foster', 'Willie Nelson']",2000s,50000000,465.4,0,January,Owen Wilson,Elmore Leonard,0,1,2004,0,958,The Big Bounce,261.0,6.0,"['Comedy', 'Crime']"
1,0.04568023833167825,Gary Shore,Sarah Gadon,92.0,Dominic Cooper,Autumn,215529201,5,1,328,1,"['Luke Evans', 'Sarah Gadon', 'Dominic Cooper', 'Art Parkinson', 'Charles Dance']",2010s,70000000,603.2,0,October,Luke Evans,Bram Stoker,0,1,2014,1,92,Dracula Untold,104.0,6.6,"['Horror', 'Action', 'Drama', 'Fantasy', 'War']"
1,0.05375808860129418,Renny Harlin,Aidan Gillen,108.0,Ashley Scott,Spring,17280326,5,0,928,1,"['John Cena', 'Aidan Gillen', 'Ashley Scott', 'Steve Harris', 'Brian J. White']",2000s,20000000,722.4,0,March,John Cena,Daniel Kunka,0,1,2009,0,461,12 Rounds,240.4,1.75,"['Action', 'Adventure', 'Drama', 'Thriller']"
1,0.050932929904185575,J. Lee Thompson,Lisa Eilbacher,101.0,Andrew Stevens,Spring,7175592,3,0,1189,1,"['Charles Bronson', 'Lisa Eilbacher', 'Andrew Stevens', 'Geoffrey Lewis', 'Gene Davis']",1980s,4520000,829.8,0,March,Charles Bronson,William Roberts,0,1,1983,0,814,10 to Midnight,258.0,6.5,"['Horror', 'Crime', 'Thriller', 'Drama']"
0,0.055114200595829194,Paolo Virz√¨,Valeria Bruni Tedeschi,111.0,Fabrizio Gifuni,Winter,5809330,2,0,1204,1,"['Fabrizio Bentivoglio', 'Valeria Bruni Tedeschi', 'Fabrizio Gifuni', 'Valeria Golino', 'Luigi Lo Cascio']",2010s,6000000,835.0,0,January,Fabrizio Bentivoglio,Francesco Bruni,0,0,2014,0,986,Human Capital,261.0,2.0,['Drama']
1,0.0572289156626506,David Fincher,Charles S. Dutton,114.0,Charles Dance,Spring,159773545,2,0,434,2,"['Sigourney Weaver', 'Charles S. Dutton', 'Charles Dance', 'Pete Postlethwaite', 'Ralph Brown']",1990s,50000000,632.2,0,May,Sigourney Weaver,David Giler,0,1,1992,0,132,Alien³,79.5,5.333333333333333,"['Science Fiction', 'Action', 'Horror']"
1,0.047,David Raynr,Shane West,94.0,Marla Sokoloff,Spring,9902115,1,0,1081,1,"[""Jodi Lyn O'Keefe"", 'Shane West', 'Marla Sokoloff', 'James Franco', 'Aaron Paul']",2000s,15000000,795.4,0,March,Jodi Lyn O'Keefe,Mark Schwahn,0,1,2000,0,892,Whatever It Takes,139.0,4.333333333333333,"['Drama', 'Comedy', 'Romance']"
1,0.04904904904904905,Brian De Palma,Gary Sinise,98.0,John Heard,Summer,103891409,3,0,162,2,"['Nicolas Cage', 'Gary Sinise', 'John Heard', 'Carla Gugino', 'Tamara Tunie']",1990s,73000000,491.6,1,August,Nicolas Cage,David Koepp,0,1,1998,0,534,Snake Eyes,166.0,10.5,"['Crime', 'Mystery']"
1,0.04917210235825389,Jon Turteltaub,Doug E. Doug,98.0,Rawle D. Lewis,Autumn,154864401,1,0,219,1,"['Leon Robinson', 'Doug E. Doug', 'Rawle D. Lewis', 'Malik Yoba', 'John Candy']",1990s,14000000,835.0,0,September,Leon Robinson,Lynn Siefert,1,1,1993,0,66,Cool Runnings,25.0,3.0,['Comedy']
1,0.06490264603095357,Alan Parker,Kate Winslet,130.0,Laura Linney,Winter,38955598,5,0,489,3,"['Kevin Spacey', 'Kate Winslet', 'Laura Linney', 'Gabriel Mann', 'Rhona Mitra']",2000s,50000000,615.4,0,February,Kevin Spacey,Charles Randolph,0,1,2003,0,482,The Life of David Gale,169.6,5.0,"['Drama', 'Thriller', 'Crime']"
1,0.04652326163081541,William Malone,Famke Janssen,93.0,Taye Diggs,Autumn,40846082,2,0,832,1,"['Geoffrey Rush', 'Famke Janssen', 'Taye Diggs', 'Peter Gallagher', 'Chris Kattan']",1990s,19000000,554.0,0,October,Geoffrey Rush,Robb White,0,1,1999,0,532,House on Haunted Hill,135.5,9.0,"['Horror', 'Mystery', 'Thriller']"
1,0.05574912891986063,Neill Blomkamp,Jason Cope,112.0,Nathalie Boltt,Summer,210819611,10,0,147,4,"['Sharlto Copley', 'Jason Cope', 'Nathalie Boltt', 'Sylvaine Strike', 'Elizabeth Mkandawie']",2000s,30000000,835.0,1,August,Sharlto Copley,Neill Blomkamp,0,1,2009,1,113,District 9,222.4,5.0,['Science Fiction']
1,0.06149193548387097,Mark Rydell,Sissy Spacek,122.0,Scott Glenn,Winter,11500000,1,0,1030,1,"['Mel Gibson', 'Sissy Spacek', 'Scott Glenn', 'Billy Green Bush', 'Shane Bailey']",1980s,18000000,671.0,0,December,Mel Gibson,Robert Dillon,0,1,1984,0,772,The River,101.0,2.0,['Drama']
1,0.068,Gus Van Sant,Rob Brown,136.0,F. Murray Abraham,Winter,80049764,4,0,437,1,"['Sean Connery', 'Rob Brown', 'F. Murray Abraham', 'Anna Paquin', 'Busta Rhymes']",2000s,43000000,581.6,0,December,Sean Connery,Mike Rich,0,1,2000,0,528,Finding Forrester,230.5,2.0,['Drama']
1,0.06716791979949875,Jerry Zucker,Richard Gere,134.0,Julia Ormond,Summer,127600435,2,0,279,1,"['Sean Connery', 'Richard Gere', 'Julia Ormond', 'Ben Cross', 'Liam Cunningham']",1990s,55000000,674.6,0,July,Sean Connery,Lorne Cameron,0,1,1995,0,52,First Knight,200.0,2.75,"['Action', 'Adventure', 'Drama', 'Romance']"
1,0.050437467833247554,Vincente Minnelli,Eddie 'Rochester' Anderson,98.0,Lena Horne,Spring,1606624,1,0,1378,1,"['Ethel Waters', ""Eddie 'Rochester' Anderson"", 'Lena Horne', 'Louis Armstrong', 'Rex Ingram']",1940s,662141,835.0,0,April,Ethel Waters,Lynn Root,0,1,1943,0,1140,Cabin in the Sky,146.0,11.0,"['Fantasy', 'Music']"
1,0.04656985478217326,Ron Clements,Josh Keaton,93.0,Roger Bart,Summer,252712101,1,0,100,1,"['Tate Donovan', 'Josh Keaton', 'Roger Bart', 'Danny DeVito', 'James Woods']",1990s,85000000,632.0,0,June,Tate Donovan,Ron Clements,0,1,1997,1,79,Hercules,23.0,5.833333333333333,"['Animation', 'Family', 'Fantasy', 'Adventure', 'Comedy', 'Romance']"
1,0.052290836653386456,Paul W.S. Anderson,Joan Allen,105.0,Ian McShane,Summer,73762516,6,1,139,3,"['Jason Statham', 'Joan Allen', 'Ian McShane', 'Tyrese Gibson', 'Natalie Martinez']",2000s,45000000,409.2,1,August,Jason Statham,Paul W.S. Anderson,0,1,2008,0,146,Death Race,141.16666666666666,3.0,"['Action', 'Thriller', 'Science Fiction']"
1,0.05276509386098427,William Friedkin,Fernando Rey,104.0,Roy Scheider,Autumn,41158757,2,0,660,1,"['Gene Hackman', 'Fernando Rey', 'Roy Scheider', 'Tony Lo Bianco', 'Marcel Bozzuffi']",1970s,1800000,779.6,0,October,Gene Hackman,Ernest Tidyman,0,1,1971,0,214,The French Connection,182.5,4.333333333333333,"['Action', 'Crime', 'Thriller']"
1,0.07387208725830441,Michael Bay,Josh Duhamel,149.0,Laura Haddock,Summer,604942143,4,2,41,1,"['Mark Wahlberg', 'Josh Duhamel', 'Laura Haddock', 'Anthony Hopkins', 'Stanley Tucci']",2010s,260000000,278.0,1,June,Mark Wahlberg,Akiva Goldsman,1,1,2017,1,23,Transformers: The Last Knight,90.0,2.5,"['Action', 'Science Fiction', 'Thriller', 'Adventure']"
1,0.053286852589641436,Martin McDonagh,Brendan Gleeson,107.0,Ralph Fiennes,Winter,34533783,5,0,719,2,"['Colin Farrell', 'Brendan Gleeson', 'Ralph Fiennes', 'Cl√©mence Po√©sy', 'Thekla Reuten']",2000s,15000000,552.4,0,February,Colin Farrell,Martin McDonagh,0,1,2008,0,580,In Bruges,236.0,4.666666666666667,"['Comedy', 'Drama', 'Crime']"
0,0.03631840796019901,Sergei Glezin,Anna Geller,73.0,Oleg Kulikovich,Winter,19010585,0,0,888,1,"['Valeri Solovyev', 'Anna Geller', 'Oleg Kulikovich', 'Lia Medvedeva', 'Sergei Makovetsky']",2010s,3000000,835.0,0,December,Valeri Solovyev,Aleksandr Boyarskiy,0,0,2010,0,714,Tri bogatyrya i Shamakhanskaya tsaritsa,261.0,5.0,"['Animation', 'Family', 'Comedy', 'Adventure']"
1,0.04202101050525263,Michael Haigney,Rachael Lillis,84.0,Ed Paul,Summer,133949270,7,0,259,2,"['Veronica Taylor', 'Rachael Lillis', 'Ed Paul', 'Ikue ≈åtani', 'Eric Stuart']",1990s,30000000,835.0,0,July,Veronica Taylor,Takeshi Shudo,0,0,1999,0,259,Pokémon: The Movie 2000,261.0,5.8,"['Adventure', 'Fantasy', 'Animation', 'Science Fiction', 'Family']"
1,0.060131379484588174,Sylvester Stallone,Talia Shire,119.0,Burt Young,Summer,200182160,1,0,167,1,"['Sylvester Stallone', 'Talia Shire', 'Burt Young', 'Carl Weathers', 'Burgess Meredith']",1970s,7000000,509.0,0,June,Sylvester Stallone,Sylvester Stallone,0,1,1979,0,93,Rocky II,176.0,2.0,['Drama']
1,0.050677370797792276,Uli Edel,Willem Dafoe,101.0,Julianne Moore,Winter,13273595,1,0,1001,2,"['Madonna', 'Willem Dafoe', 'Julianne Moore', 'Anne Archer', 'J√ºrgen Prochnow']",1990s,30000000,599.6,0,January,Madonna,Brad Mirman,0,1,1993,0,820,Body of Evidence,146.0,4.666666666666667,"['Drama', 'Thriller', 'Romance']"
1,0.04602301150575288,Rodman Flender,Seth Green,92.0,Jessica Alba,Spring,4152230,3,0,1241,1,"['Devon Sawa', 'Seth Green', 'Jessica Alba', 'Vivica A. Fox', 'Christopher Hart']",1990s,25000000,600.6,0,April,Devon Sawa,Terri Hughes,0,1,1999,0,1068,Idle Hands,220.33333333333334,6.0,"['Thriller', 'Comedy', 'Horror']"
1,0.05077928607340372,Rod Daniel,Mel Harris,101.0,Kevin Tighe,Spring,78247647,2,0,446,1,"['Jim Belushi', 'Mel Harris', 'Kevin Tighe', ""Ed O'Neill"", 'Rando']",1980s,17000000,800.6,0,April,Jim Belushi,Steven Siegel,0,1,1989,0,346,K-9,181.0,4.0,"['Action', 'Comedy', 'Crime']"
0,0.09239940387481371,Rakeysh Omprakash Mehra,Sonam Kapoor,186.0,Divya Dutta,Summer,25000000,1,0,808,1,"['Farhan Akhtar', 'Sonam Kapoor', 'Divya Dutta', 'Pavan Malhotra', 'Rebecca Breeds']",2010s,4600000,835.0,0,July,Farhan Akhtar,Prasoon Joshi,0,0,2013,0,650,Bhaag Milkha Bhaag,261.0,5.333333333333333,"['History', 'Action', 'Drama']"
1,0.0433031218529708,Stuart Gordon,Barbara Crampton,86.0,Ken Foree,Summer,1261000,2,0,1393,1,"['Jeffrey Combs', 'Barbara Crampton', 'Ken Foree', 'Ted Sorel', 'Carolyn Purdy-Gordon']",1980s,4500000,835.0,0,June,Jeffrey Combs,Stuart Gordon,0,1,1986,0,1150,From Beyond,261.0,7.666666666666667,"['Horror', 'Science Fiction', 'Fantasy']"
